map,algo,exp,run,step,eval_average_episode_reward,eval_win_rate,path
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8480000,19.84635761589404,0.95,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8560000,19.39225993377483,0.85,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8640000,19.130339403973508,0.8,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8720000,19.808609271523174,0.95,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8800000,19.874999999999996,0.95,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8880000,19.44279801324503,0.85,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,8960000,19.843708609271523,0.95,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,9040000,19.553021523178806,0.875,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,9120000,19.64139072847682,0.9,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,9200000,19.74387417218543,0.925,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,9280000,19.21862582781457,0.825,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
3s5z,happo,hw3_full_full_happo_3s5z,seed-00001-2026-05-31-05-20-04,9360000,19.522723509933776,0.9,results/raw/full/smac/3s5z/happo/hw3_full_full_happo_3s5z/seed-00001-2026-05-31-05-20-04/progress.txt
